Iteration: 1
Team ,Score ,Strategy
2,137,[3 5 2 6 8 7 10 9 12 4 1 13 11]
3,-8,[4 2 5 10 6 7 8 11 9 12 13 1 3]
4,239,[4 3 2 6 8 7 11 9 10 1 5 13 12]
5,137,[3 5 2 6 8 7 10 9 12 4 1 13 11]
6,181,[3 7 2 6 8 11 10 4 13 9 1 5 12]
7,53,[1 10 3 6 12 4 9 11 8 7 13 5 2]
8,-2,[3 5 6 12 4 9 8 10 13 11 7 2 1]
9,-99,[5 11 6 1 9 12 3 13 8 10 2 4 7]
10,-12,[1 10 9 4 3 12 2 7 6 13 11 8 5]
11,-103,[8 3 5 11 7 10 4 6 13 1 12 2 9]
12,41,[9 1 11 3 6 5 4 8 2 7 10 13 12]
13,-154,[10 6 3 12 11 2 9 8 1 13 7 4 5]
14,-45,[10 11 3 6 5 8 9 1 7 12 4 2 13]
15,-54,[4 3 1 9 10 13 8 7 12 2 6 11 5]
16,172,[1 10 4 11 8 6 2 3 13 5 7 9 12]
17,-200,[8 5 9 10 3 7 13 6 1 4 2 12 11]
18,-18,[9 7 1 3 10 6 4 12 5 8 11 13 2]
19,25,[4 11 6 3 10 7 8 9 1 2 5 13 12]
20,-139,[6 3 5 10 7 11 13 4 8 12 1 2 9]
21,107,[5 6 11 4 1 10 12 9 7 3 2 8 13]
22,-211,[12 9 3 6 11 5 4 1 10 13 2 7 8]
23,8,[3 12 4 8 7 5 2 9 11 10 6 1 13]
24,-59,[1 7 12 10 6 2 9 13 3 4 11 5 8]
25,-107,[1 5 12 13 3 8 7 2 11 6 10 4 9]
Iteration: 67
Team ,Score ,Strategy
1,237,[4 3 2 10 6 7 8 11 5 9 13 1 12]
2,217,[3 7 2 6 5 11 10 4 13 9 8 1 12]
3,141,[4 10 2 11 8 7 1 9 6 5 3 13 12]
4,340,[4 3 2 6 8 7 11 10 5 1 13 9 12]
5,238,[4 3 2 6 8 7 11 9 10 12 1 13 5]
6,340,[4 3 2 6 8 7 11 10 5 1 13 9 12]
7,-139,[5 7 12 2 9 11 1 13 10 6 3 8 4]
8,69,[4 10 1 3 2 13 11 5 9 12 7 6 8]
9,128,[5 2 11 7 6 9 3 10 4 1 12 8 13]
10,2,[3 7 13 4 5 8 6 11 2 12 1 10 9]
11,-139,[9 6 7 8 5 11 3 4 2 10 12 13 1]
12,166,[1 4 10 5 6 13 3 12 9 2 7 8 11]
13,-195,[10 13 5 4 3 12 6 1 8 11 7 2 9]
14,-125,[1 12 10 2 3 11 13 7 8 5 6 9 4]
15,-309,[5 8 2 11 13 9 10 1 4 6 12 7 3]
16,-25,[9 5 10 6 1 2 8 12 3 11 7 13 4]
17,80,[2 8 7 6 1 10 11 5 12 13 3 9 4]
18,134,[1 7 12 4 3 2 6 9 13 5 11 10 8]
19,158,[6 3 1 9 12 2 13 7 5 11 8 10 4]
20,-445,[9 10 13 4 3 11 12 7 6 1 2 5 8]
21,-5,[7 10 1 6 8 2 5 13 12 11 3 4 9]
22,-255,[12 1 11 6 4 9 5 10 13 2 7 8 3]
23,-337,[9 10 12 6 1 5 13 2 7 8 11 3 4]
24,-188,[8 7 5 12 10 6 9 4 3 1 2 13 11]
25,-88,[1 8 10 3 13 11 6 2 12 7 4 5 9]
Iteration: 68
Team ,Score ,Strategy
1,147,[1 4 10 5 6 13 3 12 9 2 7 8 11]
2,403,[3 7 2 6 5 4 11 10 13 1 8 9 12]
3,47,[4 7 2 6 8 11 10 3 5 9 13 1 12]
4,176,[4 3 2 10 8 7 11 9 1 12 13 5 6]
5,47,[4 7 2 6 8 11 10 3 5 9 13 1 12]
6,307,[1 7 2 6 9 11 3 4 13 10 5 8 12]
7,65,[9 7 5 3 12 2 6 11 10 1 8 4 13]
8,-251,[8 13 2 11 6 12 3 5 9 7 1 10 4]
9,-294,[13 7 4 8 9 3 12 5 10 1 6 2 11]
10,-334,[11 9 13 10 2 8 5 1 3 6 12 7 4]
11,22,[9 1 6 12 4 3 11 7 10 8 2 13 5]
12,132,[7 9 2 12 11 4 6 3 5 1 10 8 13]
13,-102,[8 11 9 3 1 12 2 10 13 4 7 5 6]
14,-118,[6 13 5 10 9 3 1 8 11 2 7 4 12]
15,-112,[13 5 11 4 7 2 3 1 8 12 9 10 6]
16,15,[6 1 11 10 9 4 12 5 8 3 2 13 7]
17,45,[3 5 6 7 12 8 10 11 2 13 4 9 1]
18,-209,[12 7 4 6 11 5 1 8 9 13 10 3 2]
19,104,[3 7 1 8 13 4 2 10 9 11 6 5 12]
20,-456,[11 13 5 3 6 10 9 7 12 8 2 4 1]
21,300,[8 5 2 1 4 3 12 6 10 13 11 7 9]
22,-95,[7 10 2 11 4 9 6 1 12 13 8 5 3]
23,34,[1 9 6 10 2 13 11 8 12 4 3 7 5]
24,-173,[11 7 10 2 13 8 5 3 1 4 12 6 9]
25,300,[5 3 2 8 1 13 6 4 7 12 9 11 10]
Iteration: 69
Team ,Score ,Strategy
1,282,[1 4 10 5 6 13 3 12 9 2 7 8 11]
2,130,[5 7 2 6 9 13 3 4 11 12 1 8 10]
3,130,[5 7 2 6 9 13 3 4 11 12 1 8 10]
4,152,[8 5 2 4 6 13 3 12 10 1 11 7 9]
5,245,[8 7 2 6 4 3 11 9 10 13 5 1 12]
6,313,[1 4 2 6 3 13 11 10 9 7 8 12 5]
7,182,[1 3 4 10 12 8 7 6 9 5 11 13 2]
8,-45,[1 13 9 6 2 8 12 7 11 3 10 4 5]
9,-120,[9 6 13 11 7 3 1 12 4 2 10 8 5]
10,-95,[3 10 11 12 6 1 9 4 13 7 5 8 2]
11,-724,[10 13 12 7 9 11 8 4 6 5 3 1 2]
12,16,[10 8 1 9 2 12 3 6 4 13 7 5 11]
13,68,[4 5 8 9 1 10 7 12 6 13 3 2 11]
14,-266,[5 9 4 7 11 12 13 3 8 2 1 6 10]
15,8,[13 1 6 12 3 4 7 8 9 10 2 5 11]
16,89,[12 9 2 1 7 13 4 5 3 6 8 10 11]
17,271,[3 1 11 8 5 2 12 7 9 10 6 4 13]
18,-321,[11 7 10 12 2 1 13 6 4 8 3 5 9]
19,205,[1 3 11 6 12 2 4 10 7 9 5 13 8]
20,-175,[1 9 10 5 11 12 7 8 3 2 13 6 4]
21,-171,[13 6 11 4 8 5 1 12 10 3 9 7 2]
22,347,[2 7 6 10 4 1 5 8 11 13 9 12 3]
23,-268,[1 13 9 5 6 12 8 10 4 11 3 2 7]
24,-190,[11 12 5 13 1 3 2 6 8 7 4 10 9]
25,-63,[10 4 7 1 12 5 6 11 2 9 13 3 8]
Iteration: 70
Team ,Score ,Strategy
1,335,[1 3 11 6 12 2 4 10 7 9 5 13 8]
2,315,[3 4 11 8 1 2 12 10 9 7 5 6 13]
3,398,[1 3 10 6 4 13 2 12 7 9 5 8 11]
4,98,[1 3 11 10 12 2 5 4 7 13 9 6 8]
5,398,[1 3 10 6 4 13 2 12 7 9 5 8 11]
6,-88,[8 7 2 6 4 13 11 9 5 3 10 1 12]
7,-472,[10 3 8 11 7 13 9 12 5 6 2 4 1]
8,-12,[9 4 12 13 1 2 3 6 5 11 10 7 8]
9,-101,[7 6 12 4 11 2 5 9 10 8 13 1 3]
10,120,[10 3 8 1 5 7 9 4 11 6 13 12 2]
11,-90,[7 10 6 13 3 1 5 9 11 12 4 2 8]
12,123,[4 2 10 11 1 5 9 13 7 8 12 6 3]
13,-209,[8 11 6 1 3 10 12 5 9 7 13 4 2]
14,-468,[10 13 9 12 11 4 2 6 5 1 3 7 8]
15,-144,[7 12 6 5 13 2 4 9 10 3 1 11 8]
16,178,[10 5 8 1 4 3 9 12 7 11 2 13 6]
17,-277,[4 12 5 9 7 10 8 11 1 13 2 6 3]
18,-36,[1 10 13 11 7 8 2 6 12 5 3 9 4]
19,81,[5 1 7 6 10 11 8 2 4 9 12 13 3]
20,-12,[9 12 3 4 13 1 2 6 8 5 11 7 10]
21,-161,[3 1 11 9 7 12 8 13 2 4 10 5 6]
22,-115,[6 4 7 10 12 13 9 2 5 3 1 8 11]
23,252,[7 5 11 1 6 9 2 13 3 10 4 8 12]
24,-180,[3 11 12 9 8 5 13 6 2 1 4 7 10]
25,67,[3 8 2 7 12 9 1 10 6 4 11 5 13]
Iteration: 71
Team ,Score ,Strategy
1,123,[10 5 8 1 4 3 9 12 7 11 2 13 6]
2,85,[1 3 11 6 12 2 13 4 7 9 5 8 10]
3,256,[3 4 10 8 6 2 13 1 7 9 5 12 11]
4,-90,[10 3 13 6 4 5 9 12 7 1 2 8 11]
5,198,[1 4 11 8 12 2 3 10 9 7 5 6 13]
6,-90,[10 3 13 6 4 5 9 12 7 1 2 8 11]
7,-513,[13 11 9 8 2 10 4 12 7 5 1 6 3]
8,-122,[10 7 13 5 11 2 3 8 4 9 6 1 12]
9,-129,[1 11 8 9 13 10 7 4 3 5 6 12 2]
10,-315,[9 12 5 8 10 1 3 6 11 13 4 7 2]
11,91,[7 6 4 1 13 5 12 3 2 10 8 11 9]
12,-25,[2 7 4 13 12 9 3 10 8 1 5 6 11]
13,77,[11 7 3 2 12 8 1 5 4 10 6 13 9]
14,-262,[7 12 2 11 5 13 10 8 3 6 9 1 4]
15,254,[9 2 1 5 10 3 6 4 11 8 13 7 12]
16,448,[3 2 9 1 5 10 7 8 13 4 6 12 11]
17,-178,[3 9 7 13 6 8 12 2 4 1 5 11 10]
18,465,[3 1 5 7 2 8 12 10 4 9 6 13 11]
19,59,[12 3 5 4 2 8 7 1 11 9 13 10 6]
20,118,[5 8 10 1 4 11 7 12 6 3 2 9 13]
21,-185,[10 1 8 11 13 2 4 6 7 5 12 3 9]
22,53,[6 13 9 5 2 4 8 1 7 12 10 3 11]
23,109,[2 5 3 13 10 4 8 7 12 1 6 11 9]
24,-401,[13 12 3 1 11 10 9 7 6 2 4 8 5]
25,-26,[6 7 9 2 10 8 12 4 5 11 1 3 13]
Iteration: 72
Team ,Score ,Strategy
1,170,[10 5 8 1 4 3 9 12 7 11 2 13 6]
2,275,[1 7 5 8 2 3 12 10 4 9 6 13 11]
3,-28,[10 5 9 1 4 2 7 12 13 11 6 8 3]
4,-169,[9 4 11 5 12 3 2 10 6 8 1 7 13]
5,-228,[1 4 11 8 12 2 13 10 7 9 5 6 3]
6,178,[1 4 11 8 12 2 3 5 9 7 10 13 6]
7,-463,[10 8 5 11 13 2 12 4 9 7 6 3 1]
8,-255,[13 4 8 6 5 10 9 11 2 3 7 12 1]
9,133,[2 10 3 11 7 9 4 13 5 1 12 8 6]
10,-150,[10 2 6 7 11 13 8 1 4 12 3 5 9]
11,297,[1 5 6 9 11 2 3 7 4 8 10 12 13]
12,-531,[13 3 12 11 4 7 8 9 1 10 6 2 5]
13,-60,[2 12 6 1 13 9 8 3 7 10 4 11 5]
14,-165,[6 7 12 10 13 3 2 1 9 8 5 4 11]
15,94,[7 2 1 9 5 8 10 13 11 12 6 3 4]
16,405,[6 1 4 7 5 3 2 13 12 11 9 10 8]
17,438,[5 8 3 4 7 2 10 1 6 13 12 9 11]
18,72,[4 1 6 5 12 10 9 3 13 7 2 11 8]
19,-1,[4 7 1 13 6 8 2 10 12 5 9 3 11]
20,-182,[8 10 2 13 5 7 1 11 4 6 9 3 12]
21,-120,[5 13 7 6 4 12 2 11 3 1 10 8 9]
22,105,[9 4 1 5 3 13 8 7 6 12 11 10 2]
23,22,[7 5 12 1 4 9 2 10 13 3 11 8 6]
24,57,[3 1 4 10 13 11 2 12 5 9 8 7 6]
25,106,[3 13 6 7 1 10 4 5 8 9 12 2 11]
Iteration: 73
Team ,Score ,Strategy
1,197,[10 5 8 1 4 3 9 12 7 11 2 13 6]
2,446,[6 5 8 1 4 3 2 13 7 11 10 12 9]
3,50,[10 4 8 1 12 2 3 7 9 11 5 13 6]
4,504,[1 5 6 9 2 3 10 7 4 8 12 13 11]
5,446,[6 5 8 1 4 3 2 13 7 11 10 12 9]
6,357,[1 7 11 8 2 5 3 10 4 9 6 13 12]
7,207,[2 10 4 5 6 3 13 8 1 11 9 12 7]
8,-127,[11 3 4 8 1 13 7 10 12 2 6 9 5]
9,-152,[10 12 8 7 4 11 6 5 1 2 13 3 9]
10,-482,[10 12 8 13 2 11 7 9 5 1 6 3 4]
11,150,[7 4 13 2 9 8 6 1 5 11 3 12 10]
12,-242,[9 11 8 12 7 3 5 6 1 4 10 13 2]
13,167,[10 8 3 11 4 6 9 2 5 1 12 13 7]
14,-35,[2 11 9 6 1 12 10 8 7 5 13 4 3]
15,32,[7 1 6 13 11 2 3 9 5 8 4 12 10]
16,-311,[8 3 12 4 11 6 13 5 10 9 2 7 1]
17,-254,[7 11 6 3 13 4 12 2 1 8 9 10 5]
18,-245,[10 7 3 13 1 8 4 11 12 9 6 2 5]
19,0,[10 1 2 12 5 8 6 13 3 11 7 9 4]
20,-106,[5 10 13 2 4 12 8 11 3 1 9 7 6]
21,-303,[8 9 10 11 3 4 6 13 12 5 7 2 1]
22,-248,[13 10 11 5 2 12 4 3 7 1 9 6 8]
23,-43,[5 12 4 2 8 10 13 7 1 9 3 6 11]
24,-25,[4 13 8 5 1 10 7 11 2 6 3 12 9]
25,17,[6 13 2 10 4 3 5 8 1 12 9 11 7]
Iteration: 74
Team ,Score ,Strategy
1,118,[10 5 8 1 4 3 9 12 7 11 2 13 6]
2,217,[6 5 8 2 4 11 3 10 7 9 1 12 13]
3,118,[10 5 8 1 4 3 9 12 7 11 2 13 6]
4,288,[1 7 11 8 2 3 5 10 4 9 6 13 12]
5,290,[6 5 8 1 4 3 9 13 7 11 2 10 12]
6,118,[10 5 8 1 4 3 9 12 7 11 2 13 6]
7,358,[3 4 1 6 5 13 11 2 12 8 7 9 10]
8,-73,[7 10 5 3 4 12 13 9 8 6 11 2 1]
9,-215,[7 13 1 4 8 10 11 12 2 3 6 9 5]
10,-386,[4 12 13 3 11 9 6 7 2 1 5 8 10]
11,180,[9 6 7 5 1 13 2 4 8 3 12 10 11]
12,42,[3 8 9 11 1 12 4 2 6 7 10 13 5]
13,-53,[9 8 3 11 12 2 1 10 5 4 7 6 13]
14,201,[2 6 3 8 12 7 1 13 5 4 10 9 11]
15,-205,[13 4 6 12 1 3 10 11 7 2 5 9 8]
16,-198,[2 9 12 7 4 11 6 10 3 8 13 1 5]
17,-254,[8 10 13 2 7 6 11 9 4 1 3 5 12]
18,-292,[5 13 11 2 3 10 8 6 7 12 1 9 4]
19,-126,[2 12 1 9 13 5 10 11 6 8 7 4 3]
20,39,[5 7 9 11 6 8 1 12 2 4 3 10 13]
21,-54,[4 11 10 8 5 7 9 1 12 3 6 13 2]
22,-150,[4 13 8 1 12 2 10 7 3 5 11 6 9]
23,272,[3 1 11 6 8 4 12 5 13 9 7 2 10]
24,-103,[13 9 3 10 8 2 5 1 6 12 4 11 7]
25,-132,[7 9 10 13 4 6 3 1 2 11 5 12 8]
Iteration: 75
Team ,Score ,Strategy
1,318,[2 6 3 8 12 7 1 13 5 4 10 9 11]
2,310,[3 5 8 1 9 4 12 13 2 11 7 10 6]
3,-13,[2 5 3 8 12 11 13 10 6 9 7 1 4]
4,-13,[2 5 3 8 12 11 13 10 6 9 7 1 4]
5,279,[3 4 1 6 8 12 11 5 13 9 7 2 10]
6,279,[3 4 1 6 8 12 11 5 13 9 7 2 10]
7,192,[1 7 4 10 12 11 3 8 9 2 6 5 13]
8,-349,[13 12 2 10 11 5 4 9 6 8 1 3 7]
9,-137,[13 1 10 9 5 4 8 6 12 7 3 2 11]
10,-69,[9 7 10 12 1 3 5 2 13 4 11 8 6]
11,-270,[9 5 6 7 8 4 13 12 11 2 1 10 3]
12,-45,[10 13 11 1 6 3 2 8 4 9 12 5 7]
13,-10,[9 13 5 7 1 10 4 3 8 6 2 12 11]
14,391,[2 4 13 1 9 8 5 3 10 6 7 12 11]
15,-303,[3 11 10 7 13 9 1 8 12 5 4 2 6]
16,-161,[11 1 6 13 5 7 10 2 9 8 3 12 4]
17,89,[4 6 8 12 13 3 5 7 1 2 11 10 9]
18,100,[6 12 11 8 1 5 10 2 4 9 7 3 13]
19,-274,[6 7 9 10 12 2 5 11 13 1 3 8 4]
20,-91,[5 11 12 4 8 2 13 1 3 10 6 9 7]
21,-69,[11 8 2 4 7 5 13 12 6 9 3 1 10]
22,166,[7 2 4 12 8 3 1 10 13 9 6 11 5]
23,-359,[7 11 12 9 1 10 8 5 13 6 4 3 2]
24,177,[9 4 6 2 12 1 13 8 5 11 10 3 7]
25,-138,[13 4 3 7 5 12 9 11 6 1 2 10 8]
Iteration: 76
Team ,Score ,Strategy
1,62,[1 7 4 10 12 11 3 8 9 2 6 5 13]
2,290,[3 6 1 8 4 12 13 5 11 9 10 2 7]
3,269,[3 4 1 10 8 12 5 6 13 9 7 2 11]
4,-14,[1 4 12 10 8 11 3 7 13 9 6 2 5]
5,-49,[1 7 13 8 12 11 5 3 9 2 4 10 6]
6,359,[3 4 1 6 9 12 11 13 2 5 7 10 8]
7,19,[3 11 9 4 5 10 12 1 6 8 13 7 2]
8,-71,[6 10 8 5 13 2 11 7 1 9 4 3 12]
9,207,[11 10 3 4 6 2 7 1 13 12 5 8 9]
10,-122,[8 5 4 11 9 10 1 13 6 7 2 12 3]
11,141,[10 4 8 1 6 11 9 2 7 12 3 13 5]
12,-372,[6 8 12 10 11 2 9 13 3 4 5 7 1]
13,100,[5 12 4 2 8 3 6 13 10 11 7 9 1]
14,17,[8 12 4 6 3 5 9 13 11 2 10 1 7]
15,4,[5 4 10 12 13 1 3 7 6 8 9 11 2]
16,-1,[4 9 8 10 1 13 2 12 5 11 7 3 6]
17,-179,[10 11 8 2 1 13 4 12 5 7 6 9 3]
18,123,[2 11 6 9 5 12 8 1 10 13 7 4 3]
19,-17,[9 8 12 6 1 3 4 13 11 7 10 5 2]
20,-119,[12 3 13 5 7 2 6 9 11 8 10 4 1]
21,38,[13 5 2 6 12 11 1 8 7 3 10 4 9]
22,-211,[7 12 13 1 5 9 4 6 11 8 10 3 2]
23,13,[11 5 3 4 10 6 9 7 13 2 12 8 1]
24,-186,[11 10 5 8 4 2 7 13 6 12 3 9 1]
25,-301,[11 13 6 2 12 8 5 9 3 7 10 1 4]
Iteration: 77
Team ,Score ,Strategy
1,-136,[2 11 6 9 5 12 8 1 10 13 7 4 3]
2,-50,[11 6 1 4 8 12 7 3 13 9 5 2 10]
3,298,[3 4 1 6 9 12 13 5 11 2 10 8 7]
4,133,[2 6 1 9 4 12 13 5 11 8 7 10 3]
5,285,[3 4 1 10 6 12 5 8 13 9 11 2 7]
6,104,[2 4 6 9 3 11 12 1 7 13 8 10 5]
7,-164,[11 3 10 13 4 8 2 5 7 1 12 9 6]
8,77,[8 4 6 1 9 13 7 2 12 10 5 3 11]
9,342,[1 5 2 6 9 3 11 8 10 7 12 13 4]
10,-168,[4 9 13 6 12 1 7 2 5 10 3 8 11]
11,-261,[10 11 12 7 4 1 3 2 6 8 5 9 13]
12,-122,[2 13 7 4 1 9 10 11 5 8 6 12 3]
13,275,[2 3 8 4 9 7 10 5 12 11 1 13 6]
14,47,[2 7 8 13 4 11 3 5 1 12 6 10 9]
15,-357,[5 3 9 11 12 6 1 13 10 8 4 7 2]
16,-214,[7 13 6 3 4 11 9 8 12 2 5 1 10]
17,115,[5 2 10 9 12 4 6 3 11 1 8 13 7]
18,-86,[11 4 3 2 7 8 13 10 9 6 12 5 1]
19,-44,[6 3 7 8 13 11 10 4 12 2 9 5 1]
20,-5,[12 9 2 6 10 1 5 3 11 8 7 4 13]
21,-377,[4 9 8 12 13 11 6 1 3 10 7 2 5]
22,92,[9 7 3 6 4 10 5 8 11 1 12 2 13]
23,152,[4 5 2 11 6 9 13 3 7 1 8 12 10]
24,-43,[13 12 6 2 7 1 8 5 4 11 9 3 10]
25,107,[1 13 8 3 2 6 4 10 9 5 7 11 12]
Iteration: 78
Team ,Score ,Strategy
1,130,[2 6 1 9 4 12 13 5 11 8 7 10 3]
2,340,[1 5 2 11 6 9 4 3 7 8 12 13 10]
3,275,[4 3 1 11 6 12 5 8 7 9 13 2 10]
4,223,[2 4 1 6 8 12 13 5 11 9 7 10 3]
5,110,[4 6 1 11 2 9 13 5 7 8 12 10 3]
6,65,[2 6 8 4 9 12 13 5 11 3 7 1 10]
7,-312,[5 10 4 11 7 12 9 8 2 13 6 1 3]
8,-362,[11 12 6 8 5 2 13 4 1 7 10 9 3]
9,-374,[12 11 5 8 3 9 13 4 10 1 7 2 6]
10,-211,[7 4 13 12 10 5 6 1 8 11 2 9 3]
11,26,[5 8 9 11 2 1 12 10 7 3 13 4 6]
12,-105,[12 3 9 8 1 13 5 11 7 2 10 4 6]
13,21,[4 1 12 7 10 8 3 11 5 9 13 6 2]
14,-415,[10 13 6 12 2 8 7 3 9 11 4 1 5]
15,175,[8 4 10 1 9 13 6 2 5 3 11 7 12]
16,-265,[10 6 5 11 7 12 13 4 1 2 9 3 8]
17,462,[5 2 4 7 8 6 1 10 11 3 13 12 9]
18,130,[10 3 11 2 7 1 4 9 13 12 5 6 8]
19,196,[3 1 5 12 10 6 9 13 2 8 7 4 11]
20,-175,[12 1 8 6 7 11 13 2 3 10 5 4 9]
21,144,[2 1 13 9 8 4 10 7 3 11 12 6 5]
22,-6,[5 11 9 6 7 3 2 10 13 1 8 12 4]
23,306,[7 5 1 2 12 8 9 3 4 11 13 10 6]
24,-55,[3 13 9 6 1 12 5 7 10 8 2 4 11]
25,-323,[9 11 3 12 2 6 5 10 13 7 4 8 1]
Iteration: 79
Team ,Score ,Strategy
1,60,[3 1 5 12 10 6 9 13 2 8 7 4 11]
2,183,[7 3 1 2 12 10 5 8 4 11 13 9 6]
3,-139,[3 5 9 11 10 6 4 13 2 8 12 7 1]
4,-160,[5 4 9 7 8 12 13 10 11 3 2 6 1]
5,418,[5 2 4 7 8 6 1 10 11 3 13 12 9]
6,18,[4 3 5 12 10 6 1 13 7 9 8 2 11]
7,120,[12 1 5 13 3 4 2 7 9 6 10 8 11]
8,-203,[3 6 2 12 13 10 9 11 8 5 1 4 7]
9,56,[9 8 3 2 10 5 1 4 7 13 12 6 11]
10,-105,[3 6 12 11 1 13 8 9 7 5 4 10 2]
11,182,[5 2 4 13 12 1 10 8 9 3 7 6 11]
12,88,[2 1 13 4 6 12 5 11 3 8 9 10 7]
13,-226,[9 10 2 6 11 12 7 5 8 1 4 13 3]
14,-80,[4 10 9 5 1 13 7 6 11 12 3 2 8]
15,177,[4 2 3 10 11 1 7 6 9 13 12 5 8]
16,-63,[4 8 6 10 5 3 9 13 7 11 2 12 1]
17,140,[13 1 4 3 6 9 5 7 10 2 12 8 11]
18,310,[3 2 9 5 7 1 12 4 8 13 6 10 11]
19,-57,[7 10 1 8 3 11 6 12 4 2 9 13 5]
20,-121,[11 4 1 3 12 13 6 9 8 2 10 5 7]
21,-62,[12 6 2 11 7 8 3 1 10 9 5 4 13]
22,-163,[5 9 7 11 1 12 13 4 10 6 3 8 2]
23,-267,[13 4 3 7 10 9 8 5 6 1 12 2 11]
24,-55,[6 1 12 13 3 7 4 8 11 10 2 5 9]
25,-51,[1 7 6 13 11 4 10 12 3 2 8 9 5]
Iteration: 80
Team ,Score ,Strategy
1,27,[13 1 4 3 6 9 5 7 10 2 12 8 11]
2,13,[3 2 9 13 12 1 7 8 5 10 6 4 11]
3,279,[3 2 4 7 8 1 12 10 11 13 6 5 9]
4,242,[5 2 4 1 12 10 3 8 11 6 13 7 9]
5,27,[13 1 4 3 6 9 5 7 10 2 12 8 11]
6,164,[13 1 4 3 6 2 5 7 10 12 9 8 11]
7,10,[5 6 11 4 10 7 9 2 1 8 12 3 13]
8,-169,[8 1 13 6 5 12 11 7 3 10 9 4 2]
9,180,[5 10 1 3 8 4 2 7 13 6 12 11 9]
10,-205,[4 10 5 11 1 13 9 12 2 3 7 6 8]
11,189,[3 8 1 6 4 11 12 7 9 10 13 5 2]
12,-259,[13 10 3 4 6 11 5 12 2 9 7 8 1]
13,-62,[6 12 5 1 3 7 13 9 11 10 8 2 4]
14,234,[1 2 6 8 12 3 10 13 4 5 11 9 7]
15,99,[4 7 12 2 1 11 6 9 8 10 5 3 13]
16,-67,[11 5 8 1 12 2 7 3 10 9 4 6 13]
17,-361,[11 2 13 9 7 4 10 5 6 8 12 1 3]
18,-230,[10 5 11 2 8 13 1 7 3 4 9 12 6]
19,-231,[1 11 3 8 12 10 13 9 4 5 7 2 6]
20,200,[8 7 6 3 2 5 9 4 1 10 12 13 11]
21,-439,[9 13 10 11 7 3 4 6 1 2 5 8 12]
22,386,[1 3 10 4 8 11 5 7 6 2 13 9 12]
23,-252,[13 6 12 5 4 2 7 8 3 9 10 1 11]
24,-45,[1 6 10 7 4 2 11 12 13 8 5 3 9]
25,270,[2 6 4 3 10 5 11 9 8 7 12 1 13]
Iteration: 81
Team ,Score ,Strategy
1,291,[8 7 6 3 2 5 9 4 1 10 12 13 11]
2,208,[2 6 7 3 11 5 9 4 8 10 12 1 13]
3,124,[1 2 4 8 12 10 3 13 9 5 11 7 6]
4,-1,[8 7 6 3 2 5 12 10 11 4 9 13 1]
5,-91,[8 7 10 4 2 11 9 3 6 5 12 1 13]
6,267,[3 2 4 11 10 1 12 5 8 7 6 13 9]
7,-19,[11 1 4 8 12 6 2 9 7 5 3 10 13]
8,16,[8 5 2 1 12 13 9 3 10 7 6 11 4]
9,-167,[3 5 9 12 10 6 8 4 7 1 13 11 2]
10,146,[6 1 7 2 12 3 13 4 11 8 10 9 5]
11,159,[1 9 5 7 6 11 4 10 8 12 3 13 2]
12,-28,[4 9 7 13 2 5 8 10 1 3 12 11 6]
13,218,[5 3 2 8 10 6 13 4 11 9 1 12 7]
14,-149,[1 10 13 7 12 3 2 8 9 4 5 11 6]
15,117,[1 6 5 12 3 11 7 8 13 10 2 9 4]
16,-210,[10 9 6 5 13 8 2 12 11 4 3 1 7]
17,-569,[13 11 7 10 8 12 6 4 9 5 1 3 2]
18,11,[5 7 10 4 11 8 12 6 1 9 2 3 13]
19,-45,[2 6 1 8 9 13 12 5 7 4 10 3 11]
20,125,[2 10 5 4 7 13 3 8 9 6 1 12 11]
21,-170,[6 10 9 4 13 1 2 3 5 11 8 7 12]
22,-213,[1 11 6 12 10 9 3 4 8 13 5 7 2]
23,-434,[12 7 13 1 6 10 5 3 11 4 9 8 2]
24,132,[9 3 6 1 5 7 8 4 13 12 11 10 2]
25,282,[5 9 2 8 1 4 3 10 11 6 13 7 12]
Iteration: 82
Team ,Score ,Strategy
1,98,[1 9 5 7 6 11 4 10 8 12 3 13 2]
2,180,[5 9 2 8 10 4 3 1 11 6 13 7 12]
3,102,[1 9 5 8 6 11 3 10 4 12 7 13 2]
4,157,[2 7 13 3 6 5 9 4 8 10 12 1 11]
5,107,[2 6 7 3 11 5 9 10 1 4 12 8 13]
6,107,[2 6 7 3 11 5 9 10 1 4 12 8 13]
7,-64,[1 4 9 7 13 6 10 12 8 5 3 11 2]
8,-105,[5 2 12 3 11 9 13 6 7 8 10 4 1]
9,125,[2 5 1 11 13 9 4 10 3 7 8 12 6]
10,-203,[4 13 7 6 11 8 10 1 2 5 12 3 9]
11,89,[10 2 7 1 8 11 5 3 13 6 12 4 9]
12,110,[2 6 11 3 8 10 1 13 7 9 5 12 4]
13,-229,[7 10 6 11 5 2 12 8 9 1 4 3 13]
14,-191,[8 13 3 2 12 6 4 9 5 1 11 10 7]
15,-441,[13 3 8 10 9 6 12 5 2 4 7 11 1]
16,-7,[12 2 6 1 9 3 11 7 8 5 10 13 4]
17,-157,[7 9 6 2 13 3 10 12 11 8 5 4 1]
18,-274,[12 5 8 10 7 11 2 13 4 9 1 3 6]
19,73,[2 8 5 13 1 12 6 11 3 7 10 4 9]
20,126,[4 7 2 11 3 8 12 5 10 1 13 9 6]
